Running 1m test @ http://20.169.84.122:8080/wrk2-api/home-timeline/read
  2 threads and 2 connections
  Thread calibration: mean lat.: 267.206ms, rate sampling interval: 639ms
  Thread calibration: mean lat.: 264.792ms, rate sampling interval: 696ms
  Thread Stats   Avg      Stdev     99%   +/- Stdev
    Latency   239.03ms   29.86ms 423.42ms   96.08%
    Req/Sec   499.79     19.49   610.00     91.95%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%  233.34ms
 75.000%  239.23ms
 90.000%  247.17ms
 99.000%  423.42ms
 99.900%  523.52ms
 99.990%  542.21ms
 99.999%  546.82ms
100.000%  546.82ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

     220.543     0.000000            1         1.00
     225.791     0.100000         5129         1.11
     227.711     0.200000        10103         1.25
     229.503     0.300000        15082         1.43
     231.423     0.400000        20264         1.67
     233.343     0.500000        25061         2.00
     234.495     0.550000        27717         2.22
     235.519     0.600000        30051         2.50
     236.671     0.650000        32575         2.86
     237.951     0.700000        35131         3.33
     239.231     0.750000        37564         4.00
     239.999     0.775000        38845         4.44
     240.767     0.800000        40014         5.00
     241.663     0.825000        41251         5.71
     242.943     0.850000        42583         6.67
     244.479     0.875000        43803         8.00
     245.631     0.887500        44419         8.89
     247.167     0.900000        44997        10.00
     249.215     0.912500        45630        11.43
     251.775     0.925000        46249        13.33
     255.103     0.937500        46875        16.00
     257.535     0.943750        47187        17.78
     260.735     0.950000        47490        20.00
     264.959     0.956250        47805        22.86
     270.591     0.962500        48117        26.67
     278.527     0.968750        48427        32.00
     284.415     0.971875        48586        35.56
     293.375     0.975000        48743        40.00
     310.015     0.978125        48893        45.71
     335.871     0.981250        49051        53.33
     366.591     0.984375        49205        64.00
     382.463     0.985938        49286        71.11
     397.567     0.987500        49362        80.00
     413.951     0.989062        49442        91.43
     429.055     0.990625        49518       106.67
     444.927     0.992188        49597       128.00
     452.351     0.992969        49637       142.22
     460.287     0.993750        49675       160.00
     468.479     0.994531        49713       182.86
     477.695     0.995313        49754       213.33
     487.935     0.996094        49792       256.00
     492.287     0.996484        49812       284.44
     497.151     0.996875        49830       320.00
     502.015     0.997266        49850       365.71
     506.111     0.997656        49869       426.67
     512.255     0.998047        49889       512.00
     514.047     0.998242        49899       568.89
     516.607     0.998437        49908       640.00
     519.423     0.998633        49919       731.43
     521.471     0.998828        49929       853.33
     524.799     0.999023        49938      1024.00
     526.847     0.999121        49944      1137.78
     527.871     0.999219        49948      1280.00
     529.407     0.999316        49952      1462.86
     531.455     0.999414        49957      1706.67
     533.503     0.999512        49963      2048.00
     534.527     0.999561        49965      2275.56
     535.551     0.999609        49968      2560.00
     537.087     0.999658        49971      2925.71
     537.599     0.999707        49972      3413.33
     538.623     0.999756        49975      4096.00
     539.135     0.999780        49976      4551.11
     539.647     0.999805        49977      5120.00
     541.183     0.999829        49980      5851.43
     541.183     0.999854        49980      6826.67
     541.183     0.999878        49980      8192.00
     542.207     0.999890        49981      9102.22
     542.719     0.999902        49982     10240.00
     542.719     0.999915        49982     11702.86
     543.231     0.999927        49983     13653.33
     543.231     0.999939        49983     16384.00
     544.255     0.999945        49984     18204.44
     544.255     0.999951        49984     20480.00
     544.255     0.999957        49984     23405.71
     546.303     0.999963        49985     27306.67
     546.303     0.999969        49985     32768.00
     546.303     0.999973        49985     36408.89
     546.303     0.999976        49985     40960.00
     546.303     0.999979        49985     46811.43
     546.815     0.999982        49986     54613.33
     546.815     1.000000        49986          inf
#[Mean    =      239.030, StdDeviation   =       29.857]
#[Max     =      546.304, Total count    =        49986]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  59769 requests in 1.00m, 11.34MB read
Requests/sec:    996.09
Transfer/sec:    193.58KB
